196697 296194
35726 53989 3
35727 37659 1
35728 138565 1
35728 96651 1
35729 93313 2
35729 101790 1
35729 101730 1
35729 59005 1
35729 147389 2
35729 95362 1
35729 65450 2
35729 35730 1
35729 107199 1
35732 35733 1
35732 41963 1
35732 122599 1
35734 43448 1
35734 37842 3
35734 91593 1
35734 195114 1
35734 35735 1
35735 44633 1
35737 35738 1
35739 40639 4
35739 70629 4
35739 38131 1
35741 35742 1
35742 70351 1
35743 35744 1
35743 191625 1
35747 62518 3
35747 127806 1
35747 84359 1
35747 37649 1
35747 135965 1
35747 70357 6
35747 83168 2
35749 35750 1
35749 53551 2
35751 75382 1
35753 93086 1
35753 36009 1
35753 122611 6
35753 122610 2
35753 94708 2
35753 99019 1
35753 119059 4
35753 174929 1
35753 122609 2
35753 146748 2
35753 76614 2
35753 117592 2
35753 63434 1
35753 121460 5
35753 126885 1
35753 66723 4
35753 191360 2
35753 35754 2
35754 128903 1
35755 35756 1
35757 36464 1
35767 35768 1
35770 75745 2
35770 89952 1
35770 45307 1
35770 127794 2
35770 92323 1
35770 193147 1
35770 92303 1
35770 109350 2
35770 138465 3
35770 35771 2
35770 73361 4
35771 92323 1
35773 35774 1
35774 172507 1
35774 40614 4
35774 168715 1
35774 39897 6
35774 169399 1
35777 47336 1
35777 109685 1
35777 88213 2
35777 48016 2
35777 97666 1
35777 57113 1
35777 62510 3
35777 42166 1
35777 75108 1
35777 90081 1
35777 59623 1
35777 96661 1
35777 141447 1
35777 126685 1
35777 60683 1
35777 183609 1
35777 42356 2
35777 57112 1
35777 106751 3
35777 64063 1
35777 60013 1
35777 40603 1
35777 69577 1
35777 122618 1
35777 61976 1
35777 82088 1
35777 89653 1
35777 35778 2
35777 42831 1
35777 95984 1
35777 55704 1
35777 89518 1
35777 83161 1
35777 71237 1
35777 96662 1
35777 62047 1
35777 37291 4
35777 113703 1
35777 69576 1
35777 39046 1
35777 39079 1
35777 109213 1
35777 62027 1
35777 59285 1
35777 54934 1
35777 61631 1
35777 191365 2
35777 191366 1
35779 64108 1
35781 47304 1
35781 70372 1
35781 40553 1
35782 35783 1
35783 70374 1
35783 55070 2
35783 83324 1
35783 55147 6
35784 75744 1
35784 169452 1
35784 47337 1
35784 169447 1
35784 70376 1
35784 169446 1
35784 70375 1
35784 169449 1
35784 169448 1
35784 169451 1
35784 169450 1
35784 35785 1
35785 39972 1
35788 35789 1
35788 35963 1
35788 188309 1
35788 82065 1
35788 43504 1
35788 40686 1
35788 39211 1
35788 66469 1
35788 61889 1
35791 107310 1
35794 35795 1
35794 130260 1
35796 167324 1
35799 49289 1
35799 37200 4
35799 180683 2
35799 54744 1
35799 35800 1
35799 56478 4
35801 35802 1
35802 79840 1
35803 194412 1
35803 35804 3
35808 40545 2
35808 54984 1
35808 37947 1
35808 98969 4
35808 41805 1
35808 39006 3
35808 46340 1
35808 65875 4
35808 58050 1
35808 40552 1
35808 169464 3
35808 42811 1
35808 154023 2
35808 68949 1
35808 116581 1
35808 62518 1
35808 38853 2
35808 59862 1
35808 94834 1
35808 40767 1
35809 54070 3
35809 96804 1
35809 88447 1
35811 40552 1
35811 35812 1
35812 82497 1
35812 37727 1
35813 35814 2
35814 69613 1
35814 141965 2
35814 101658 1
35814 46439 1
35816 35817 15
35817 174811 1
35817 97630 10
35817 122651 2
35817 179921 4
35817 123981 1
35817 88423 14
35817 152489 1
35817 157146 1
35817 96690 4
35817 160349 1
35817 141290 1
35817 169474 2
35817 169475 2
35817 42972 4
35817 96617 2
35817 169473 4
35817 68341 3
35817 88424 8
35817 169472 5
35817 38341 1
35817 172278 1
35817 135894 2
35817 150698 4
35817 59765 2
35817 96689 1
35817 103151 1
35817 133427 2
35817 99777 1
35817 174897 4
35818 107120 16
35818 100140 1
35818 160169 1
35818 97074 2
35818 35819 8
35818 82758 1
35818 53746 4
35818 60590 1
35818 81981 13
35818 67479 1
35818 57021 14
35818 166533 1
35818 107119 6
35819 81981 6
35819 81982 1
35819 107119 2
35819 53746 2
35819 107120 3
35819 57278 1
35819 132861 1
35823 35824 1
35823 170544 1
35823 122323 1
35823 147947 1
35823 51522 2
35825 146784 1
35825 74402 1
35825 47082 1
35825 73673 1
35832 35833 1
35836 70410 1
35837 54119 1
35838 48512 1
35838 39513 1
35840 35841 3
35844 64332 1
35845 132516 1
35846 35847 3
35846 54191 2
35846 122659 1
35846 64022 6
35846 49476 2
35846 191414 1
35846 114227 1
35846 122658 1
35846 97455 1
35846 140496 1
35846 65117 1
35846 185269 1
35846 64024 1
35846 122661 1
35846 92361 1
35846 191413 1
35846 103805 1
35846 119470 1
35846 106242 3
35846 122660 1
35846 122657 1
35846 50944 1
35846 122729 1
35846 114376 1
35846 91119 1
35846 44371 3
35846 119768 1
35846 61183 1
35848 70418 1
35849 168289 1
35849 35850 1
35849 129578 2
35852 35853 1
35852 171002 1
35852 154760 1
35852 167878 1
35852 184375 1
35852 152879 1
35852 159385 1
35852 166647 1
35852 180101 1
35852 93247 1
35853 146797 1
35853 146796 1
35853 133571 1
35853 169492 1
35853 146795 1
35853 146794 1
35853 181302 1
35854 147208 1
35854 35855 3
35854 43381 2
35854 39532 1
35856 36983 6
35858 35859 1
35861 35862 1
35862 35863 1
35865 38783 1
35866 35867 1
35867 53113 2
35867 111742 1
35867 64476 1
35868 121251 5
35868 37329 3
35868 35869 2
35868 148659 1
35868 72421 2
35868 171397 3
35870 35871 1
35872 86413 1
35872 140985 1
35872 146810 1
35875 35876 1
35876 64038 1
35876 163086 5
35879 35880 2
35880 148460 1
35880 192998 1
35880 191390 2
35880 70433 4
35880 80698 2
35880 138981 1
35880 112406 1
35880 143443 1
35880 143442 1
35881 71896 1
35881 47598 1
35881 118324 1
35881 35882 1
35882 44551 1
35883 122671 1
35885 146816 1
35885 41097 1
35885 35887 1
35885 118384 1
35885 35886 1
35885 84074 1
35885 161985 1
35886 37877 1
35886 67843 1
35888 35889 5
35889 101246 1
35889 121307 1
35889 99738 1
35889 94266 1
35889 127956 2
35889 101135 1
35889 98520 1
35889 146818 3
35889 94265 1
35889 99140 3
35889 94552 1
35889 44223 3
35889 68406 1
35889 150020 1
35889 148705 1
35890 35891 8
35890 95896 1
35890 71268 2
35890 171318 1
35890 38291 1
35890 76734 13
35891 35893 1
35891 35892 1
35894 56065 1
35895 35896 2
35896 106269 1
35896 137633 1
35901 70638 1
35902 80982 2
35904 67617 2
35904 146445 1
35904 191467 1
35904 64322 2
35906 67617 2
35906 68286 2
35908 169517 1
35908 169516 1
35908 96725 1
35908 96724 1
35908 169519 1
35908 169518 1
35908 169515 1
35908 169514 1
35908 114070 1
35908 160914 1
35908 191434 2
35910 148970 1
35911 35912 2
35918 70040 1
35918 55454 1
35918 77319 2
35920 164169 1
35921 115997 2
35926 143766 1
35930 72480 1
35930 94433 2
35930 163570 1
35941 93219 1
35942 38874 1
35946 44488 1
35948 94433 1
35951 147025 1
35952 143766 1
35953 130761 1
35954 94433 1
35958 42315 1
35960 35961 1
35963 94875 1
35963 91996 1
35966 35967 1
35967 146836 1
35967 169529 1
35967 169530 1
35967 52002 1
35968 70856 1
35968 35969 3
35969 132776 1
35969 146471 1
35970 83630 1
35970 35971 1
35973 36708 1
35973 41873 1
35974 97585 2
35974 50798 1
35974 60202 1
35974 91296 7
35975 35976 1
35975 63125 2
35975 196177 1
35975 141280 2
35975 128733 1
35975 76714 1
35975 62809 2
35975 74463 3
35975 85596 6
35980 35981 1
35981 146842 1
35981 35983 1
35981 35984 1
35981 79928 1
35981 35982 1
35981 47032 1
35981 152054 1
35983 45259 1
35985 35986 1
35988 36390 1
35988 35989 2
35988 70753 1
35988 36391 1
35990 132080 1
35990 55136 2
35990 35991 1
35992 166823 1
35992 79796 1
35992 39385 1
35992 141546 1
35992 35993 2
35992 131745 1
35994 75812 1
35995 35996 2
35995 191447 2
35996 105492 4
35996 118074 1
35996 65559 2
35996 36119 1
35997 146846 1
35997 122715 1
35997 105021 1
35997 46632 1
35997 141556 1
35997 132451 1
35997 96756 1
35997 70479 1
35997 104272 1
35997 146845 1
35997 70478 1
35997 79480 1
35999 70484 2
35999 45282 2
36000 122295 4
36000 39591 1
36000 37931 2
36000 148796 2
36000 37338 5
36000 63013 1
36001 69108 2
36001 57422 1
36001 190595 1
36001 45282 1
36005 146851 1
36006 103805 7
36006 54191 2
36006 76711 1
36006 169551 1
36006 105497 1
36006 87287 1
36006 36856 1
36007 36008 2
36009 42601 3
36009 175309 2
36009 146857 2
36009 152087 1
36009 168591 1
36009 41710 1
36009 146438 2
36009 165602 1
36009 41431 1
36009 125688 1
36009 72325 1
36009 171567 1
36009 125924 1
36009 73623 7
36009 145810 1
36009 146858 2
36009 146853 9
36009 94500 7
36009 129196 1
36009 149141 1
36009 128323 1
36009 192625 1
36009 120623 1
36009 173904 1
36009 124893 1
36009 65190 2
36009 36797 2
36009 75488 8
36009 65412 1
36009 146855 2
36009 122723 5
36009 146445 2
36009 140122 2
36009 146854 3
36009 151260 1
36009 68128 4
36009 117672 2
36009 41430 2
36009 146856 2
36009 122724 8
36009 43339 5
36009 122722 1
36009 143855 1
36009 66192 1
36009 167499 1
36009 122721 6
36009 121887 2
36009 105716 8
36009 147416 1
36009 168548 2
36009 41646 2
36009 116863 1
36011 36012 1
36014 173214 1
36014 113882 1
36014 42375 1
36014 127348 1
36014 62429 1
36014 112842 2
36016 36017 1
36018 168486 3
36018 169559 1
36022 104432 1
36024 160896 1
36024 160894 1
36024 137726 2
36024 58505 1
36024 86883 1
36024 176496 1
36024 36025 2
36024 160895 3
36024 160897 1
36024 137727 1
36029 96772 1
36029 169570 1
36031 36032 1
36031 36033 1
36032 36033 3
36033 127760 2
36033 41696 1
36033 42929 1
36033 107031 1
36039 36040 1
36042 36043 1
36044 188937 1
36044 120212 3
36044 166510 1
36044 88773 1
36044 61924 1
36044 162880 1
36044 36045 1
36044 137900 1
36044 74293 2
36044 123633 1
36044 159184 1
36044 120659 1
36044 140079 5
36044 142494 1
36044 120314 1
36044 159185 3
36044 185132 1
36044 186358 1
36044 114084 1
36044 121415 2
36044 186710 10
36044 114003 1
36044 169833 1
36044 140665 1
36044 144511 1
36044 188938 2
36046 36047 1
36048 36049 3
36048 36806 8
36048 39779 1
36048 73289 1
36049 40176 5
36049 73289 2
36049 41877 1
36049 36050 4
36049 40175 1
36049 70510 1
36051 122749 1
36051 121971 1
36051 96779 1
36051 176731 1
36054 36055 1
36055 36056 1
36061 73314 3
36061 70525 8
36061 61176 2
36061 36466 1
36062 169582 1
36062 116402 1
36062 70527 1
36068 172896 1
36068 151212 2
36068 36069 4
36068 74248 2
36068 148981 1
36068 56471 2
36068 151251 2
36068 173647 4
36068 151250 1
36070 36071 1
36071 169584 1
36071 156827 1
36071 169589 1
36071 169588 1
36071 146897 1
36071 146895 1
36071 146896 1
36071 169586 1
36071 169585 1
36071 169587 1
36071 146898 1
36073 36395 3
36074 66430 1
36077 36078 1
36077 40871 1
36079 50765 2
36086 37244 1
36088 36089 1
36091 111245 1
36091 187486 1
36091 36092 1
36091 187233 1
36093 36094 12
36097 109209 1
36097 36098 1
36098 175542 1
36098 36099 1
36098 70564 1
36098 62895 1
36099 39747 1
36099 100562 1
36101 36102 1
36104 36105 1
36107 36108 2
36109 49038 1
36110 96810 1
36110 169359 1
36113 39462 19
36113 69110 2
36113 41778 3
36113 148661 1
36113 38633 12
36113 58562 1
36113 40180 9
36113 59609 1
36113 74835 1
36113 74834 1
36115 36116 2
36119 36241 1
36119 69645 3
36120 39932 5
36120 64359 3
36120 44094 1
36120 36141 2
36120 64815 2
36120 38575 2
36120 45693 1
36120 188543 6
36120 85698 1
36120 62991 1
36120 37976 1
36120 67278 1
36120 90829 1
36120 143544 2
36120 192645 1
36120 72386 15
36120 60964 2
36120 82427 3
36120 98311 2
36124 36125 1
36124 107731 2
36124 193046 1
36124 156069 1
36126 36127 5
36129 167204 1
36129 136794 11
36129 36130 2
36130 59656 4
36131 36132 1
36133 36134 1
36136 36137 2
36137 95709 2
36141 149187 2
36141 94089 1
36141 74873 4
36141 195573 1
36141 116951 1
36141 91604 1
36141 70481 1
36141 98983 4
36141 190265 2
36141 39150 1
36141 121835 1
36141 59676 1
36141 54746 4
36141 45693 3
36141 36142 3
36141 109574 1
36141 97583 1
36141 120512 1
36141 43469 1
36141 194385 1
36141 39405 2
36141 181466 1
36141 71133 1
36141 188543 4
36141 92821 1
36141 74923 2
36141 101236 1
36141 38575 1
36141 51375 1
36141 93904 1
36141 36892 2
36141 40718 1
36141 116412 1
36141 111952 1
36141 38556 13
36141 172704 5
36141 36819 1
36141 64897 1
36141 92978 1
36141 122566 1
36141 36743 1
36141 62991 3
36141 120642 2
36141 85698 1
36141 82383 1
36141 93194 1
36141 64919 1
36141 143544 1
36141 91268 2
36141 128499 1
36141 60964 1
36141 73989 3
36141 120126 1
36141 85870 2
36141 40615 1
36141 167557 2
36141 146539 2
36141 76852 1
36141 110318 1
36141 95125 1
36141 64815 1
36141 94525 2
36141 40403 3
36141 38415 9
36141 98980 1
36141 96295 2
36141 100480 2
36141 62207 1
36144 36145 2
36147 48862 1
36149 191512 1
36149 57162 1
36151 193011 2
36151 36160 4
36153 40332 1
36155 39643 4
36155 45626 1
36156 70584 9
36156 36160 2
36156 44047 2
36156 36158 6
36158 70580 3
36159 52000 1
36159 94792 1
36159 41524 1
36159 149759 1
36160 38454 3
36160 77854 1
36160 70586 1
36160 70580 4
36160 36161 1
36160 71135 1
36163 89929 2
36163 169635 1
36163 169634 1
36163 47735 1
36164 36165 1
36164 133748 1
36164 120697 1
36164 129735 1
36165 70390 2
36165 96844 1
36165 36167 1
36165 36166 1
36165 70595 1
36165 72989 1
36165 96843 1
36165 163461 1
36168 191517 1
36168 146942 1
36168 191518 1
36169 111832 2
36171 36172 1
36173 74942 1
36173 61499 1
36173 100583 1
36173 149480 1
36173 72500 7
36173 152721 1
36173 190961 1
36173 95406 1
36173 74434 2
36173 71416 1
36173 146948 2
36173 39219 1
36173 66273 1
36173 91007 1
36177 70604 1
36182 42670 1
36186 36187 1
36186 110084 1
36186 42967 1
36189 36190 1
36190 36825 1
36191 36192 1
36194 36195 1
36196 92970 10
36196 36197 1
36196 76142 2
36196 186302 2
36196 65938 2
36200 58894 10
36200 45731 12
36200 125535 2
36200 127837 2
36200 43957 2
36200 41744 2
36200 77722 2
36200 45469 2
36200 36201 4
36200 102676 8
36200 126905 2
36200 76007 11
36200 127414 1
36202 63803 2
36205 36206 2
36206 169665 2
36206 146979 2
36206 169669 2
36206 169670 1
36206 169667 2
36206 169666 1
36206 178965 3
36206 196380 2
36206 146982 2
36206 169668 2
36206 146981 1
36206 146980 1
36206 177216 2
36206 169671 2
36206 157640 4
36207 36208 1
36207 94174 1
36207 94449 1
36207 81154 1
36209 46241 2
36209 63528 2
36210 42152 1
36210 55454 2
36213 169672 1
36214 39072 1
36215 36216 1
36215 63360 1
36218 36219 1
36220 122854 1
36222 36223 1
36224 92350 1
36224 69577 1
36224 56047 2
36224 63686 1
36224 124318 1
36224 135247 1
36224 105789 2
36225 126405 1
36225 79694 1
36225 126626 1
36226 190849 1
36227 192208 1
36227 166646 4
36227 158580 1
36227 189456 4
36228 36229 6
36229 63949 1
36229 191252 1
36229 122865 1
36229 98343 4
36229 184581 1
36229 124727 1
36229 177989 1
36229 88022 1
36229 196132 1
36229 39135 1
36230 36231 2
36233 36234 2
36234 36235 2
36234 176451 1
36234 177044 3
36236 36237 5
36238 96009 2
36238 36239 1
36243 74109 1
36243 38488 3
36243 148700 1
36243 40142 1
36246 40175 1
36246 36247 1
36247 36248 1
36247 65507 1
36249 36250 1
36251 36252 3
36253 36254 1
36255 191560 1
36255 122876 3
36256 86238 1
36256 118894 1
36256 124267 1
36256 38720 1
36256 41109 1
36256 118513 1
36256 184381 4
36256 36996 1
36256 96657 1
36256 109890 1
36256 37294 1
36256 149642 1
36256 104888 1
36256 104773 1
36256 39972 1
36256 36257 1
36256 176822 3
36256 41767 1
36256 149638 1
36256 176817 1
36256 179153 2
36256 83485 1
36256 76619 1
36256 55407 3
36257 169692 1
36257 169691 4
36257 84079 1
36259 36260 2
36259 39749 2
36259 39748 2
36260 191564 1
36260 147021 1
36260 96908 1
36260 191565 1
36260 96907 2
36260 147023 1
36260 147022 1
36260 41515 1
36260 96906 1
36260 81911 1
36260 36261 1
36260 191562 3
36260 122881 1
36260 191563 1
36261 41515 1
36262 54870 1
36262 36263 1
36263 188782 1
36263 92938 1
36263 87482 1
36264 39500 1
36264 36265 8
36264 39499 12
36264 166750 4
36265 39499 2
36266 38845 1
36266 36267 1
36266 61823 1
36268 40646 1
36269 96920 1
36269 96917 1
36269 96918 1
36269 70676 1
36269 96919 1
36271 36272 1
36272 77782 1
36273 142996 1
36273 36274 4
36274 102447 1
36274 42063 1
36275 63629 1
36275 37339 1
36275 120684 1
36275 42087 1
36275 63688 1
36275 65173 1
36275 49442 1
36275 57551 1
36275 110123 1
36275 44253 2
36275 176909 8
36275 61596 1
36275 190258 1
36275 63263 1
36276 169709 1
36276 70686 1
36276 70683 1
36276 169708 1
36276 70682 1
36276 122887 1
36276 49749 1
36276 48509 1
36276 55490 1
36276 36277 3
36276 70685 1
36276 191571 2
36276 70684 1
36276 49748 2
36276 169710 2
36276 169711 1
36277 175624 1
36277 142054 1
36277 83696 1
36277 155549 1
36277 47502 1
36277 105450 1
36277 105400 1
36277 118527 1
36278 36279 1
36282 36283 2
36283 106408 1
36283 96925 3
36284 60560 1
36284 40184 1
36285 36286 1
36285 139406 1
36285 65360 2
36287 36288 1
36289 36290 3
36291 60444 1
36291 54017 1
36294 100517 1
36294 99434 1
36294 36295 2
36295 147041 2
36295 191584 1
36295 126587 1
36295 36296 2
36295 169718 2
36295 168509 2
36295 147040 2
36297 55105 6
36297 57840 3
36297 137362 11
36297 137363 2
36300 92936 1
36300 94316 1
36300 110682 3
36300 81863 1
36306 173203 2
36306 36307 1
36306 189694 1
36306 195178 2
36310 175151 1
36310 175323 1
36310 45882 1
36310 101575 1
36310 196674 1
36310 175191 1
36310 102865 1
36310 174955 1
36310 175260 1
36310 103512 2
36310 166243 1
36310 175063 1
36310 174383 1
36310 103478 1
36310 103475 1
36310 175308 1
36310 45472 2
36310 56256 1
36310 173054 1
36310 101526 2
36310 43604 2
36310 103488 1
36310 43938 1
36310 103521 1
36310 175197 1
36310 103484 1
36310 103481 1
36310 46373 1
36310 103510 1
36310 103507 1
36310 173057 1
36310 43327 1
36310 170592 1
36310 78208 1
36310 62134 2
36310 103500 1
36310 175305 1
36310 103523 1
36310 46274 1
36310 103505 1
36310 175259 1
36310 175298 1
36310 103480 1
36310 175033 1
36310 196470 1
36310 175283 1
36310 196246 1
36310 103506 1
36310 46336 1
36310 196627 1
36310 174956 1
36310 100903 1
36310 96085 1
36310 103476 1
36310 103473 1
36310 36311 2
36310 175233 1
36310 103509 1
36310 172760 1
36310 175254 1
36310 195859 1
36310 46017 1
36313 59176 1
36313 144052 1
36313 61999 1
36313 145649 2
36313 60278 1
36313 123370 2
36316 55994 1
36317 96936 1
36320 176165 1
36320 147203 2
36320 73755 1
36320 38666 4
36320 71142 2
36320 149541 2
36320 126246 1
36320 47792 4
36320 125868 6
36320 149186 1
36320 36321 5
36320 70859 1
36320 190493 2
36320 74290 9
36320 147140 3
36320 149839 3
36320 170948 1
36320 125867 1
36320 74291 1
36320 73612 9
36320 127679 1
36321 96941 1
36321 36322 2
36324 72579 1
36324 95522 3
36324 141130 1
36324 115268 2
36324 38560 3
36324 65823 1
36324 36586 2
36325 36326 1
36326 36757 1
36327 36328 3
36329 51575 1
36330 36335 1
36331 36334 1
36331 119319 2
36333 45123 1
36336 36337 1
36340 115190 3
36340 177761 2
36340 191601 1
36340 71834 1
36341 36342 1
36341 43523 1
36343 36344 1
36346 126061 1
36346 36347 1
36346 181660 1
36346 159645 1
36346 55223 1
36348 40649 1
36349 36350 1
36349 68991 2
36351 59269 1
36351 57051 1
36354 36355 1
36357 36358 9
36357 58828 1
36357 48322 1
36358 70732 3
36358 36359 2
36360 36361 1
36362 60297 1
36362 109375 1
36363 181451 1
36363 36364 1
36365 38198 2
36365 44076 1
36365 69896 2
36365 36366 50
36365 195353 1
36365 76898 2
36367 36368 1
36367 75244 3
36370 36371 1
36374 51495 11
36374 51501 2
36374 82740 3
36374 51498 1
36375 40603 1
36375 108804 1
36375 47887 1
36380 71949 1
36380 56278 2
36380 59260 1
36380 99227 1
36380 39245 1
36380 36601 5
36380 36700 3
36380 36381 1
36380 72883 2
36380 39243 1
36380 157916 1
36380 65130 1
36380 37113 5
36380 97413 1
36380 53041 3
36381 157917 1
36381 53039 1
36383 72557 12
36383 102315 17
36383 128900 8
36383 46355 4
36383 99806 1
36383 77296 25
36383 143673 7
36383 45046 89
36383 44913 5
36383 72194 9
36383 44294 3
36383 39002 5
36383 36384 3
36383 40199 14
36383 65857 3
36383 102507 91
36383 77297 45
36383 152182 1
36383 127599 16
36383 151795 6
36383 172549 4
36383 151146 3
36383 45047 8
36383 37139 5
36383 42547 2
36383 102506 3
36386 39856 6
36386 44126 1
36387 36388 1
36388 36389 1
36389 137056 1
36389 124926 1
36389 125685 1
36389 196111 1
36389 42826 1
36389 149765 1
36389 51891 1
36392 36393 1
36393 121809 1
36393 48034 1
36393 122961 1
36393 107406 1
36393 36394 1
36393 84601 2
36393 105434 2
36394 38370 3
36394 80753 1
36396 52548 1
36396 36397 2
36396 169764 1
36398 44059 1
36398 80122 1
36398 136451 1
36398 36399 1
36398 37171 1
36398 100164 1
36400 44848 1
36400 36401 1
36402 42912 1
36402 36403 1
36403 56066 1
36403 67663 1
36404 44504 1
36404 36405 1
36404 44503 1
36407 66048 1
36407 101129 2
36407 122965 1
36407 90244 4
36407 186633 2
36407 169161 4
36410 85745 1
36411 89014 3
36411 167911 1
36411 120890 2
36411 36412 2
36411 88881 3
36411 68988 2
36411 187557 3
36413 36986 7
36413 36414 2
36413 77956 1
36413 38231 1
36416 100383 4
36416 36417 33
36417 149964 1
36417 44681 1
36417 96980 2
36417 101844 1
36417 96981 2
36417 96983 2
36417 96982 8
36417 147086 2
36417 42625 1
36417 73764 17
36417 99732 6
36418 189097 1
36418 144463 1
36418 42638 1
36418 36419 9
36418 94533 1
36418 129042 1
36422 42087 4
36422 53990 1
36422 53105 1
36422 50655 1
36423 36424 1
36423 64392 1
36423 176576 2
36423 101005 1
36425 65825 2
36425 44093 9
36425 37931 2
36425 37337 3
36425 55960 2
36426 36427 4
36427 70772 2
36427 182054 1
36427 163477 5
36430 117651 1
36430 88081 4
36433 40781 1
36434 45307 1
36436 139981 2
36436 151084 2
36436 139983 3
36436 151462 1
36436 169789 1
36436 149483 1
36436 151577 1
36436 162990 3
36436 89246 4
36436 182989 1
36436 71675 1
36436 162992 2
36436 145373 1
36436 147851 1
36436 139982 3
36436 149414 1
36436 149869 1
36436 139979 2
36436 144125 1
36436 144650 1
36436 139980 2
36436 36437 1
36436 139984 3
36436 38861 16
36436 139985 2
36436 162991 7
36436 162993 4
36436 103077 3
36437 162992 6
36437 162990 1
36437 71675 1
36437 169789 1
36439 92845 1
36439 74701 2
36439 98540 2
36439 122991 3
36439 72700 9
36439 91850 2
36441 64387 1
36441 36442 4
36441 59362 1
36442 74445 1
36442 64387 2
36442 74444 1
36442 64599 1
36442 74447 1
36442 74448 1
36442 74446 1
36442 74443 1
36442 64386 3
36442 57753 1
36442 59362 2
36443 130395 1
36443 39485 1
36443 88936 1
36443 44399 1
36443 80904 1
36443 106994 1
36443 50098 1
36444 171021 1
36444 171020 1
36444 38791 1
36444 171019 1
36444 94255 1
36444 36445 1
36444 163982 1
36444 98411 1
36444 94254 2
36444 98410 2
36445 40377 1
36447 169792 1
36448 124849 2
36448 121390 1
36448 36449 3
36448 94716 1
36449 97015 2
36450 65135 2
36456 36457 1
36456 83727 1
36458 36459 1
36461 36462 2
36463 66829 1
36463 122348 1
36463 122349 1
36463 36464 3
36463 36465 1
36463 40686 2
36463 169796 1
36464 124445 1
36464 44302 1
36464 124635 1
36464 72804 1
36464 89106 1
36465 194723 1
36470 36471 1
36472 36473 1
36473 65289 1
36473 69321 1
36474 36475 1
36475 122997 1
36475 44217 1
36476 158465 2
36476 127232 1
36476 183852 1
36476 89672 1
36476 51892 1
36476 43438 1
36476 86588 1
36476 64665 1
36476 164792 1
36477 52335 8
36477 47599 1
36478 180204 2
36478 103899 1
36478 83575 10
36478 122951 1
36478 118878 2
36478 36479 5
36478 153656 3
36478 108028 1
36478 127301 2
36478 194913 1
36480 36481 1
36482 88383 1
36486 36487 3
36486 81101 2
36486 127269 2
36491 57928 1
36491 108387 1
36491 36492 1
36495 36496 1
36496 36497 1
36497 191264 1
36499 36500 10
36500 147137 2
36500 194682 1
36500 97045 2
36500 102717 1
36500 70830 1
36500 97044 6
36500 99781 1
36500 70831 5
36500 117444 1
36501 36502 1
36502 41313 1
36503 36504 1
36503 71739 1
36504 114608 1
36504 106166 3
36504 57082 1
36505 70837 1
36505 70836 1
36509 36510 1
36512 86524 1
36512 36513 1
36513 181404 1
36513 59721 1
36520 123575 4
36520 36521 6
36520 192048 2
36520 192049 4
36522 51422 1
36522 36523 1
36526 36527 1
36528 94034 8
36528 55472 10
36530 149385 1
36532 73097 2
36532 99348 2
36532 36796 1
36532 41431 1
36532 68445 2
36532 65412 1
36533 37909 1
36533 42574 1
36533 51270 1
36533 51594 1
36535 48120 1
36535 38737 3
36535 70867 1
36535 66147 1
36536 169837 1
36536 169836 1
36536 97066 1
36539 37029 1
36539 36540 3
36540 116739 2
36544 36545 1
36545 114921 1
36546 36547 1
36549 36550 1
36553 69125 1
36555 154088 1
36555 109063 1
36555 36556 1
36555 96122 1
36555 87287 1
36556 44205 1
36557 159501 1
36557 72798 1
36557 155869 1
36557 95070 3
36557 138197 1
36557 108273 1
36557 67696 1
36557 123869 1
36557 36558 1
36557 42564 1
36557 117505 1
36557 109746 1
36557 41023 1
36558 89968 1
36558 169845 1
36558 169846 1
36558 182180 1
36558 64502 1
36559 163478 1
36559 52705 1
36562 36563 3
36563 186875 1
36563 71614 2
36563 191099 1
36564 36565 2
36566 123041 2
36566 74464 1
36566 46409 1
36566 141545 2
36566 147166 2
36566 36567 2
36566 133425 2
36570 88396 1
36570 169123 1
36570 173236 1
36570 78282 1
36570 36571 2
36570 182614 1
36572 36573 1
36573 36574 1
36576 36577 2
36576 194622 1
36576 96796 4
36576 43370 27
36576 187297 1
36579 36580 1
36580 45998 4
36581 36582 1
36583 69875 1
36585 142681 2
36585 48506 1
36586 147440 6
36586 71323 1
36586 41548 1
36586 89672 2
36586 126138 1
36586 41778 2
36586 132030 3
36586 93455 3
36586 163470 1
36586 121500 1
36586 39409 2
36586 38560 6
36586 57281 8
36586 42491 1
36586 38635 1
36586 46346 1
36586 54825 5
36586 37164 1
36586 64326 3
36586 41228 3
36586 43465 1
36588 151416 1
36588 36589 1
36589 159487 1
36589 151416 2
36589 169853 3
36590 51876 1
36590 123063 1
36590 61858 1
36590 108335 1
36590 77136 1
36590 123065 1
36590 114548 2
36590 123064 1
36590 123066 2
36590 86276 1
36590 59449 1
36591 36592 1
36594 90572 2
36599 61556 1
36599 36600 2
36599 123071 1
36601 75372 2
36601 72883 9
36601 71049 1
36601 51271 1
36601 141268 1
36601 42268 8
36601 56278 11
36601 71322 6
36601 123072 1
36601 53040 6
36601 53038 5
36601 97104 1
36601 36602 2
36601 54432 3
36601 118317 1
36601 123711 1
36601 37113 10
36601 36717 1
36601 50810 1
36601 56277 2
36601 77008 2
36601 97103 1
36601 93719 1
36601 95471 1
36601 39244 2
36601 36716 1
36601 53041 1
36601 71535 1
36601 36719 1
36601 53039 14
36602 193850 1
36602 65584 1
